Age,Gender,Attrition,Department,Environment Satisfaction,Marital status,MonthlyIncome,YearsInCurrentRole,HourlyRate,Job responsibilities,JobSatisfaction,leftOrganizationInPast12mnths,Reasons for leaving,NumInstitutesWorked,PercentSalaryHike,RelationshipSatisfaction,DistanceFromHome,BusinessTravel,Education,EducationField,WorkLifeBalance,YearsAtOrganization,JobInvolvement,PerformanceRating,JobLevel
46,Male,No,B.E.,4,Married,5950,6,100,4,4,Yes,Work-related stress,0,23,1,11,Travel_Rarely,2,Marketing,3,9,3,4,2
37,Male,No,CSA,3,Single,6129,2,79,4,3,Yes,Lack of carrer growth,2,11,2,60,Travel_Rarely,4,Information Technology,3,0,4,3,4
50,Female,No,Applied science,2,Single,1032,5,85,4,1,No,Lack of career growth,4,15,1,8,Travel_Rarely,4,Information Technology,2,5,3,3,4
56,Female,No,B.E.,1,Single,6830,0,30,4,2,Yes,"Better job opportunities, Lack of career growth",0,14,3,11,Travel_Frequently,3,Information Technology,3,6,3,3,1
48,Male,No,CSA,4,Single,1009,6,30,3,3,Yes,Work-related stress,0,11,3,18,Travel_Rarely,5,Information Technology,3,8,3,3,2
25,Male,No,CSA,2,Single,9741,1,69,4,4,Yes,Work-related stress,7,11,4,18,Non-Travel,4,Information Technology,3,20,2,3,2
55,Male,Yes,Applied science,3,Single,1009,4,50,3,2,No,Issues with management,1,25,4,14,Travel_Rarely,3,Business Administration,3,9,3,3,1
39,Male,Yes,B.E.,4,Married,1009,0,100,3,4,No,"Work-related stress, Compensation and benefits",0,16,4,0,Travel_Frequently,3,Computer Science,3,34,3,3,2
58,Male,No,CSA,1,Single,2630,4,36,2,2,Yes,Work-related stress,0,15,2,11,Travel_Rarely,2,Computer Science,4,10,3,4,1
18,Female,No,B.E.,4,Single,4590,2,96,3,1,Yes,Shift timings,0,11,2,0,Travel_Rarely,3,Computer Science,1,8,4,4,2
29,Male,Yes,Applied science,4,Single,5092,0,69,3,1,No,Better job opportunities,7,16,4,0,Travel_Rarely,4,Communications,3,0,3,3,2
42,Male,No,CSA,4,Single,3525,2,39,2,2,Yes,Better job opportunities,0,11,1,17,Travel_Rarely,4,Communications,2,9,3,3,2
27,Male,No,CSA,3,Married,6568,2,43,4,3,Yes,Lack of career growth,0,13,4,0,Travel_Rarely,3,Information Technology,3,6,3,4,2
52,Male,Yes,B.E.,2,Single,18653,5,30,5,3,Yes,"Better job opportunities, Lack of career growth",0,15,2,14,Travel_Rarely,2,Communications,3,18,3,3,3
49,Male,Yes,Applied science,3,Single,19973,0,89,4,4,No,Lack of carrer growth,0,17,2,9,Travel_Rarely,1,Computer Science,3,5,3,3,2
32,Male,Yes,B.E.,1,Divorced,8242,2,100,4,2,No,Work-related stress,0,24,1,3,Travel_Rarely,1,Computer Science,2,16,1,3,1
18,Male,No,CSA,3,Single,7796,1,82,3,2,No,Work-related stress,3,11,3,5,Travel_Rarely,2,Marketing,4,24,2,3,2
23,Male,No,Applied science,4,Married,9315,3,66,2,2,No,"Better job opportunities, Lack of career growth",0,17,4,0,Travel_Rarely,1,Business Administration,3,9,2,3,2
56,Male,No,CSA,4,Married,3609,0,100,5,1,Yes,"Issues with management, Work-related stress, Lack of carrer growth",0,13,4,0,Travel_Rarely,4,Business Administration,2,1,3,3,3
52,Male,No,B.E.,4,Married,1009,0,31,4,3,Yes,Better job opportunities,3,16,3,8,Travel_Rarely,1,Computer Science,3,8,3,3,2
34,Female,No,CSA,1,Single,6143,0,100,4,2,No,"Better job opportunities, Issues with management, Work-related stress, Compensation and benefits, Lack of carrer growth",0,16,4,0,Travel_Rarely,4,Business Administration,3,9,2,3,4
54,Male,No,Applied science,2,Single,3386,6,100,4,4,No,"Better job opportunities, Issues with management, Work-related stress, Compensation and benefits, Lack of carrer growth",0,16,2,11,Travel_Rarely,4,Marketing,3,17,3,3,2
60,Male,No,CSA,3,Single,3779,0,100,4,2,No,"Issues with management, Compensation and benefits, Lack of carrer growth",0,11,4,14,Travel_Rarely,3,Information Technology,2,25,3,3,2
27,Male,Yes,Applied science,3,Married,7426,3,94,4,4,No,Lack of carrer growth,1,20,2,8,Travel_Rarely,1,Marketing,3,3,3,3,1
44,Female,No,CSA,4,Married,1009,10,100,3,1,No,"Lack of career growth, Work-related stress, Issues with management",1,11,3,7,Travel_Rarely,3,Marketing,2,0,3,4,1
52,Male,No,B.E.,3,Married,3514,0,47,4,4,Yes,"Better job opportunities, Lack of career growth",5,17,4,60,Travel_Rarely,3,Computer Science,1,9,3,3,4
43,Male,No,B.E.,3,Married,1009,9,60,3,2,Yes,"Better job opportunities, Compensation and benefits",0,12,4,28,Travel_Frequently,3,Business Administration,4,13,3,3,1
47,Male,No,CSA,3,Single,1009,7,77,3,4,No,"Work-related stress, Lack of carrer growth",5,24,3,8,Travel_Rarely,5,Information Technology,3,8,4,3,1
18,Male,No,Applied science,1,Married,13230,4,59,2,1,No,"Work-related stress, Compensation and benefits",0,24,4,0,Travel_Rarely,3,Information Technology,1,0,1,4,3
60,Male,No,CSA,3,Single,1421,0,49,3,2,No,Work-related stress,0,16,3,21,Travel_Rarely,4,Business Administration,3,0,3,3,1
55,Female,No,B.E.,4,Single,19591,5,52,3,4,Yes,"Better job opportunities, Work-related stress, Lack of carrer growth",0,17,4,0,Travel_Rarely,3,Computer Science,2,17,2,3,1
22,Male,No,B.E.,1,Single,11239,0,66,2,1,Yes,Better job opportunities,0,11,3,0,Non-Travel,4,Computer Science,3,5,3,3,3
18,Male,No,Applied science,3,Married,9584,0,100,4,2,Yes,"Lack of career growth, Work-related stress, Compensation and benefits",0,14,3,11,Travel_Rarely,1,Computer Science,3,0,3,3,2
34,Male,No,B.E.,4,Divorced,1009,2,100,5,1,Yes,"Better job opportunities, Work-related stress",0,11,4,9,Travel_Rarely,4,Marketing,3,2,2,3,3
52,Male,No,CSA,4,Married,3862,6,59,4,3,Yes,Work-related stress,0,17,3,19,Travel_Rarely,3,Communications,3,19,3,3,4
37,Male,Yes,Applied science,3,Married,8308,5,77,4,1,Yes,"Better job opportunities, Issues with management",1,14,3,0,Travel_Rarely,3,Information Technology,2,13,3,3,5
25,Male,No,B.E.,2,Married,7262,2,100,3,4,No,"Better job opportunities, Compensation and benefits, Lack of carrer growth",0,15,3,0,Travel_Rarely,1,Marketing,3,6,3,4,4
44,Male,No,CSA,4,Single,1009,6,100,2,1,Yes,Compensation and benefits,3,13,3,3,Travel_Rarely,4,Marketing,2,0,3,3,2
18,Male,No,CSA,2,Married,10734,10,100,4,1,Yes,Issues with management,0,11,3,18,Travel_Rarely,4,Business Administration,3,7,3,3,1
18,Male,No,B.E.,4,Married,1607,2,60,1,3,No,Work-related stress,2,11,3,60,Travel_Rarely,3,Computer Science,3,2,3,3,2
41,Male,No,Applied science,3,Single,17436,0,47,3,2,Yes,Work-related stress,0,18,3,6,Travel_Rarely,4,Computer Science,3,14,3,3,4
52,Female,No,B.E.,3,Married,1781,1,69,5,1,Yes,Compensation and benefits,0,21,3,38,Travel_Rarely,3,Information Technology,2,0,2,3,1
57,Male,No,CSA,1,Married,12675,3,100,4,2,Yes,Work-related stress,0,15,1,18,Travel_Rarely,4,Communications,3,8,3,3,1
18,Male,Yes,Applied science,4,Single,2275,0,80,5,4,Yes,Issues with management,0,16,1,0,Travel_Rarely,3,Communications,3,7,3,3,1
27,Male,No,CSA,1,Married,1009,6,32,5,2,Yes,Work-related stress,0,14,1,12,Travel_Rarely,4,Marketing,3,40,2,4,2
60,Male,No,B.E.,4,Married,2898,6,56,4,3,Yes,"Lack of career growth, Work-related stress, Compensation and benefits",2,14,4,7,Travel_Frequently,2,Communications,2,3,3,3,2
45,Male,No,Applied science,3,Single,4242,0,100,1,4,Yes,"Work-related stress, Compensation and benefits",1,18,3,9,Travel_Rarely,2,Business Administration,3,7,3,3,1
24,Male,Yes,B.E.,4,Married,3634,5,82,4,1,Yes,Work-related stress,0,14,1,0,Travel_Frequently,4,Computer Science,3,18,3,3,1
60,Male,No,CSA,4,Single,13097,3,100,5,3,No,"Work-related stress, Lack of carrer growth",2,17,4,1,Travel_Frequently,3,Communications,2,10,3,3,1
41,Female,Yes,B.E.,3,Married,6552,0,98,4,1,Yes,"Issues with management, Work-related stress",6,17,4,60,Travel_Rarely,3,Computer Science,2,10,3,3,1
38,Male,No,Applied science,4,Single,1009,9,99,4,1,Yes,Work-related stress,0,11,3,25,Travel_Rarely,4,Communications,3,35,3,3,4
32,Male,Yes,CSA,3,Married,10686,3,66,3,2,Yes,"Better job opportunities, Issues with management, Work-related stress, Lack of carrer growth",0,11,2,31,Travel_Rarely,3,Communications,3,9,3,3,2
60,Male,No,B.E.,3,Single,2471,0,83,5,3,Yes,"Issues with management, Work-related stress, Compensation and benefits",0,25,2,16,Travel_Rarely,4,Information Technology,4,35,2,3,2
41,Male,No,CSA,3,Single,19367,5,30,3,2,Yes,Issues with management,1,16,4,14,Travel_Rarely,3,Marketing,3,1,3,3,1
57,Male,No,Applied science,2,Married,4602,11,86,4,1,Yes,"Better job opportunities, Lack of career growth",1,25,2,2,Travel_Rarely,5,Marketing,3,0,2,4,1
45,Male,No,CSA,4,Single,7013,0,55,5,3,Yes,"Better job opportunities, Issues with management, Work-related stress, Compensation and benefits, Lack of carrer growth",0,17,1,0,Travel_Rarely,3,Information Technology,3,19,3,3,2
18,Male,No,CSA,3,Married,8202,1,87,5,4,No,"Work-related stress, Compensation and benefits",0,11,2,0,Travel_Rarely,4,Marketing,3,25,1,3,3
19,Male,No,B.E.,1,Married,3111,0,30,5,3,Yes,"Better job opportunities, Work-related stress, Compensation and benefits",0,11,4,12,Travel_Rarely,1,Marketing,3,1,3,3,3
42,Male,No,B.E.,4,Single,1730,1,89,5,3,Yes,Issues with management,1,16,3,4,Travel_Rarely,4,Information Technology,3,2,4,4,1
41,Female,No,CSA,2,Single,11981,1,30,5,1,Yes,Work-related stress,0,14,3,17,Travel_Rarely,2,Business Administration,3,2,3,3,3
48,Female,No,Applied science,3,Single,9249,2,71,3,2,Yes,Compensation and benefits,2,22,2,0,Travel_Rarely,2,Marketing,3,0,3,3,3
44,Male,Yes,B.E.,2,Single,10209,5,70,5,2,Yes,"Issues with management, Work-related stress, Compensation and benefits",0,13,1,0,Travel_Rarely,3,Information Technology,3,1,3,3,1
26,Male,No,CSA,4,Married,19973,2,100,4,4,Yes,Lack of career growth,0,22,4,0,Travel_Rarely,4,Computer Science,3,3,3,3,1
30,Male,No,B.E.,4,Single,17240,8,59,2,2,Yes,Lack of career growth,0,15,2,3,Travel_Rarely,4,Information Technology,3,13,3,3,3
36,Male,No,Applied science,3,Married,18023,5,45,4,2,Yes,Compensation and benefits,0,12,1,13,Non-Travel,4,Marketing,3,8,3,3,2
18,Male,Yes,B.E.,2,Single,6370,2,94,5,3,No,Work-related stress,7,12,4,6,Non-Travel,3,Computer Science,4,0,2,3,1
18,Male,No,CSA,3,Single,19199,4,30,4,1,Yes,Work-related stress,2,16,3,19,Travel_Rarely,3,Information Technology,3,1,3,3,3
45,Male,No,B.E.,1,Single,9562,2,35,4,2,Yes,"Work-related stress, Compensation and benefits",0,17,1,4,Travel_Rarely,4,Information Technology,3,5,3,3,2
39,Female,No,Applied science,4,Single,1286,5,100,5,2,Yes,Better job opportunities,0,12,4,0,Travel_Rarely,4,Marketing,3,6,3,3,1
56,Male,No,B.E.,3,Single,6007,6,66,5,2,Yes,Work-related stress,0,11,3,19,Travel_Rarely,3,Marketing,3,7,3,3,4
43,Male,No,CSA,1,Married,7676,3,97,3,3,Yes,"Better job opportunities, Issues with management, Compensation and benefits",0,16,4,12,Travel_Rarely,4,Information Technology,2,3,3,3,2
41,Female,Yes,B.E.,4,Single,14317,0,100,5,3,Yes,Work-related stress,0,11,4,16,Travel_Rarely,3,Information Technology,3,9,2,3,1
57,Male,No,CSA,4,Single,3445,0,70,4,1,Yes,Better job opportunities,0,12,4,0,Travel_Rarely,3,Marketing,3,27,2,4,1
46,Male,Yes,Applied science,3,Married,3692,0,79,5,4,Yes,"Issues with management, Work-related stress, Compensation and benefits",0,15,4,9,Travel_Rarely,3,Information Technology,3,6,1,4,2
32,Female,No,CSA,4,Married,12362,5,30,3,3,No,"Issues with management, Work-related stress",3,12,2,6,Travel_Frequently,3,Communications,3,7,2,3,2
54,Female,No,Applied science,4,Single,19973,0,100,5,1,Yes,"Better job opportunities, Issues with management, Work-related stress, Compensation and benefits, Lack of carrer growth",0,25,3,9,Travel_Rarely,3,Communications,3,6,3,3,2
44,Male,No,CSA,2,Married,2340,10,85,4,3,Yes,"Better job opportunities, Lack of career growth, Compensation and benefits",0,16,3,10,Travel_Frequently,4,Marketing,3,7,3,4,1
26,Male,No,B.E.,2,Married,19973,4,30,4,1,Yes,Issues with management,1,15,4,0,Travel_Rarely,3,Business Administration,3,1,3,3,2
18,Female,No,Applied science,1,Single,12418,1,66,4,4,No,"Issues with management, Work-related stress, Compensation and benefits",0,15,2,18,Travel_Rarely,3,Business Administration,2,1,3,4,1
41,Female,Yes,CSA,4,Single,4145,4,60,4,1,Yes,"Work-related stress, Compensation and benefits",9,17,3,13,Travel_Rarely,1,Communications,4,5,2,3,2
55,Female,No,Applied science,3,Single,6902,0,71,4,3,No,Better job opportunities,2,17,2,0,Travel_Rarely,2,Computer Science,3,3,3,3,3
22,Male,Yes,CSA,4,Single,1009,2,30,4,4,Yes,"Better job opportunities, Work-related stress",0,12,3,15,Travel_Rarely,4,Communications,3,10,2,3,4
33,Male,Yes,B.E.,1,Single,17937,2,54,5,2,Yes,Lack of career growth,1,19,4,19,Travel_Rarely,3,Business Administration,3,11,3,4,1
18,Male,No,CSA,3,Married,19973,8,100,5,2,No,Work-related stress,2,25,4,2,Travel_Frequently,3,Communications,3,0,3,3,2
53,Female,No,B.E.,4,Married,1636,0,100,4,4,No,Compensation and benefits,0,17,2,3,Travel_Rarely,3,Computer Science,3,9,1,3,2
37,Male,No,Applied science,4,Single,6967,2,90,4,4,Yes,"Better job opportunities, Work-related stress",2,21,1,17,Travel_Rarely,1,Business Administration,1,0,2,3,1
18,Male,No,CSA,3,Divorced,4231,4,45,4,3,Yes,"Issues with management, Work-related stress",0,11,1,11,Travel_Rarely,1,Computer Science,3,30,2,4,1
53,Male,No,Applied science,4,Single,3598,5,100,4,4,Yes,Compensation and benefits,2,15,4,6,Travel_Rarely,3,Marketing,3,16,2,3,1
25,Male,No,CSA,3,Single,2113,0,100,5,3,Yes,"Work-related stress, Issues with management",0,11,2,0,Travel_Rarely,3,Information Technology,3,1,2,3,3
53,Female,No,B.E.,3,Married,1009,2,69,2,2,Yes,Work-related stress,0,15,1,0,Travel_Rarely,3,Communications,3,9,3,3,2
33,Male,Yes,Applied science,3,Married,3179,3,47,4,3,Yes,Compensation and benefits,0,14,4,19,Travel_Rarely,2,Information Technology,2,35,2,3,1
20,Male,No,B.E.,3,Married,19973,0,98,3,4,No,Compensation and benefits,0,15,4,9,Travel_Frequently,3,Marketing,3,11,4,3,2
51,Female,No,B.E.,2,Married,6377,11,64,5,2,Yes,Issues with management,1,16,1,60,Travel_Rarely,3,Information Technology,2,10,2,3,1
58,Male,Yes,CSA,3,Single,5827,6,89,5,3,No,"Better job opportunities, Issues with management, Work-related stress",1,18,4,11,Travel_Rarely,4,Computer Science,2,9,4,3,2
44,Male,No,Applied science,4,Married,19973,7,73,5,3,Yes,"Issues with management, Work-related stress",2,16,2,7,Travel_Rarely,4,Information Technology,2,0,2,3,1
27,Male,No,B.E.,3,Married,9626,5,71,5,3,Yes,Lack of career growth,3,17,3,22,Travel_Rarely,3,Information Technology,3,7,4,3,1
18,Male,No,CSA,2,Single,5067,0,100,2,4,No,Work-related stress,0,11,3,21,Travel_Rarely,1,Information Technology,3,0,3,3,2
18,Male,No,CSA,1,Single,3312,0,41,3,2,Yes,"Better job opportunities, Work-related stress, Compensation and benefits",0,16,3,11,Travel_Rarely,4,Computer Science,3,16,2,3,2
60,Male,Yes,Applied science,4,Single,3826,0,100,4,3,No,Issues with management,0,16,4,19,Travel_Rarely,5,Marketing,3,10,2,3,1
25,Male,No,B.E.,3,Married,7211,0,100,4,4,Yes,"Issues with management, Work-related stress",3,11,4,8,Travel_Rarely,2,Communications,3,18,3,3,2
55,Male,No,CSA,4,Single,2591,0,100,5,1,Yes,Compensation and benefits,0,14,4,11,Travel_Rarely,5,Information Technology,3,0,3,4,2
33,Male,Yes,B.E.,4,Single,19499,0,60,4,4,Yes,Lack of carrer growth,0,13,1,12,Travel_Rarely,3,Information Technology,3,10,3,4,3
43,Male,No,CSA,4,Single,12884,6,100,4,4,Yes,Work-related stress,0,16,4,0,Travel_Rarely,2,Business Administration,3,10,4,3,4
57,Male,Yes,Applied science,4,Single,1219,6,64,3,4,Yes,"Work-related stress, Issues with management",0,11,1,3,Travel_Rarely,3,Business Administration,3,17,3,3,1
18,Male,No,B.E.,1,Married,7646,3,30,4,3,No,Lack of carrer growth,0,16,4,2,Travel_Rarely,2,Business Administration,3,9,2,4,4
60,Male,No,CSA,4,Single,5979,5,74,4,2,Yes,Issues with management,1,15,3,19,Travel_Rarely,2,Business Administration,3,4,3,3,3
29,Male,No,CSA,1,Married,3072,7,76,4,3,No,"Better job opportunities, Issues with management",0,16,1,13,Travel_Rarely,4,Business Administration,3,8,4,4,4
44,Female,No,Applied science,2,Married,4034,5,48,5,3,Yes,Better job opportunities,0,11,4,7,Travel_Rarely,4,Information Technology,3,19,2,3,3
59,Female,No,B.E.,2,Single,1009,1,100,4,1,Yes,Work-related stress,2,15,3,8,Travel_Frequently,4,Computer Science,3,0,3,3,2
60,Male,No,CSA,3,Single,19973,4,30,4,3,Yes,Compensation and benefits,0,16,2,0,Travel_Rarely,1,Business Administration,3,10,3,3,1
60,Male,No,B.E.,4,Single,3023,6,100,5,1,Yes,Lack of carrer growth,0,14,4,10,Travel_Rarely,3,Information Technology,3,6,2,4,3
36,Male,No,Applied science,4,Single,1009,5,30,4,3,Yes,"Work-related stress, Compensation and benefits",5,14,3,10,Travel_Frequently,1,Marketing,3,9,4,3,1
18,Male,No,CSA,3,Married,19973,5,94,4,2,Yes,Work-related stress,0,11,1,2,Travel_Rarely,4,Business Administration,3,1,4,3,4
60,Male,No,CSA,3,Married,1567,9,61,4,3,Yes,"Better job opportunities, Issues with management",0,16,3,18,Travel_Rarely,4,Information Technology,2,0,4,3,1
50,Male,No,B.E.,4,Single,3994,4,100,3,3,Yes,"Better job opportunities, Issues with management, Lack of carrer growth",1,25,2,0,Travel_Rarely,4,Communications,3,6,2,4,1
31,Male,No,Applied science,1,Single,1923,7,30,4,1,Yes,Need a break,0,13,3,60,Travel_Frequently,3,Computer Science,3,7,3,3,2
60,Male,No,B.E.,2,Married,1009,3,50,4,3,No,Issues with management,8,19,3,0,Non-Travel,3,Computer Science,2,7,3,3,2
27,Male,No,CSA,4,Single,1386,0,62,2,1,No,"Better job opportunities, Work-related stress",6,11,3,7,Travel_Rarely,4,Communications,2,0,1,3,2
29,Male,No,Applied science,3,Single,12339,0,66,4,1,Yes,"Better job opportunities, Lack of career growth, Compensation and benefits",3,21,3,9,Non-Travel,3,Marketing,3,13,2,3,1
37,Male,Yes,CSA,2,Single,4403,3,52,3,2,No,"Lack of career growth, Compensation and benefits",0,21,2,4,Travel_Rarely,3,Computer Science,3,6,2,3,3
58,Male,No,B.E.,3,Single,2151,5,72,2,3,Yes,"Lack of career growth, Work-related stress",1,11,3,12,Travel_Rarely,3,Communications,3,4,3,3,2
60,Male,No,CSA,3,Married,5184,7,97,4,1,No,"Better job opportunities, Lack of carrer growth",0,14,1,25,Travel_Rarely,3,Communications,3,11,1,3,2
24,Female,Yes,Applied science,1,Married,7342,0,94,4,2,Yes,Work-related stress,0,21,3,9,Travel_Rarely,3,Marketing,2,17,3,3,2
48,Male,No,CSA,4,Married,19973,1,100,4,2,Yes,"Better job opportunities, Issues with management",7,18,3,0,Travel_Rarely,1,Communications,2,0,1,3,3
